Ticker,Oldest Date,Oldest Revenue,Newest Date,Newest Revenue,%Change Revenue,Revenue Slope,Revenue R²,Revenue-Income Correlation,Correlation-Adjusted R²,dividendYield,targetMeanPrice,trailingPE,pegRatio,trailingPegRatio,exDividendDate
WGS,2023-09-30,53303000.0,2024-09-30,76874000.0,0.4422077556610322,65899.31769212353,0.9848964379961361,0.7760520652131698,0.7643309147279961,,,,,,
STX,2023-09-30,1454000000.0,2024-09-30,2168000000.0,0.49105914718019256,1925712.233660522,0.9445987516965217,0.8088299109014474,0.7640197241723161,,,,,,
DQ,2023-09-30,484839000.0,2024-09-30,198496000.0,-0.5905939909949488,-906532.3557577209,0.8816205798539709,0.8654486161178275,0.7629973107756158,,,,,,
SHIM,2023-06-30,155189000.0,2024-06-30,90605000.0,-0.4161635167440991,-201549.4008829094,0.8013969874969877,0.9501561860909392,0.7614523051849059,,,,,,
ZETA,2023-06-30,171817000.0,2024-06-30,227839000.0,0.3260562109686469,129024.7291073442,0.7678110213089674,0.9916745299986077,0.7614186336843212,,,,,,
GRVY,2023-06-30,238894000000.0,2024-06-30,122967000000.0,-0.48526543153030216,-315324354.53972137,0.8598607060746983,0.8847678230222948,0.7607770850161242,,,,,,
PBBK,2023-06-30,3442000.0,2024-06-30,2937000.0,-0.14671702498547357,-1547.3656047547156,0.7642499052310392,0.9898249114109139,0.7564735947411128,,,,,,
NET,2023-06-30,308494000.0,2024-09-30,430082000.0,0.3941340836450628,256122.48611213773,0.9947395451130344,0.7584266124004339,0.7544369434208272,,,,,,
ICHR,2023-06-30,185008000.0,2024-09-30,211139000.0,0.14124254086309782,46237.77953409563,0.816820738114716,0.9232244487318889,0.7541088756587333,,,,,,
DOCU,2023-07-31,687687000.0,2024-07-31,736027000.0,0.07029360741151135,115970.91241644802,0.8847587728967237,0.8517790465687787,0.7536189840213339,,,,,,
INTR,2019-09-30,189103000.0,2024-06-30,1478599000.0,6.819013976510156,788563.7688576347,0.9713228145274431,0.7757325988006436,0.753486771187729,,,,,,
RMD,2023-06-30,1122057000.0,2024-09-30,1224509000.0,0.09130730435263093,283734.08425397874,0.8781409257296774,0.856236901506602,0.7518966653329181,,,,,,
AVT,2023-06-30,6554608000.0,2024-09-30,5604152000.0,-0.14500577303783843,-2378892.1335281706,0.8930399932780656,0.841168690854334,0.7511972820262737,,,,,,
BCRX,2023-06-30,82491000.0,2024-09-30,117085000.0,0.41936696124425693,74943.95387580812,0.9124679328901173,0.8216851883022278,0.7497613852565606,,,,,,
RELY,2023-06-30,234033000.0,2024-09-30,336527000.0,0.43794678528241743,222008.88595748067,0.9377313514855335,0.7981242437899736,0.7484261257825414,,,,,,
BG,2023-06-30,15049000000.0,2024-09-30,12908000000.0,-0.14226858927503488,-4737090.9690515315,0.7966651263673108,0.9392011846632581,0.7482288304640825,,,,,,
HIPO,2023-06-30,47700000.0,2024-06-30,89600000.0,0.8784067085953878,121505.86695205153,0.9617903446723283,0.7768863953571938,0.7472018339618381,,,,,,
CM,2023-07-31,5849000000.0,2024-07-31,6584000000.0,0.12566250641135238,1926900.3887920633,0.839172717888121,0.8901425438270116,0.7469833378111592,,,,,,
ALGM,2023-06-30,278293000.0,2024-09-30,187391000.0,-0.32664134563212155,-247916.76834988882,0.8309416517266287,0.8989329540007993,0.7469608335889217,,,,,,
ARCH,2023-06-30,757294000.0,2024-09-30,617899000.0,-0.18406985926205674,-373715.50152666983,0.782455215373124,0.9507397676665976,0.7439112896733615,,,,,,
VIST,2023-09-30,302760000.0,2024-09-30,462383000.0,0.5272261857576959,406106.94278190087,0.8086763796570808,0.9197502048579175,0.7437802658533591,,,,,,
CGNX,2023-09-30,197241000.0,2024-09-30,234742000.0,0.1901278131828575,128576.55015561408,0.8390080850548609,0.8860429355481331,0.7433971866306267,,,,,,
CWAN,2023-09-30,94664000.0,2024-09-30,115828000.0,0.22356967801909913,54827.19655254968,0.9617452738315267,0.7719384529505127,0.7424081588139759,,,,,,
DAR,2023-06-30,1757621000.0,2024-09-30,1421891000.0,-0.19101387614280896,-743780.9783195829,0.8528576462030568,0.8702669571558915,0.7422138286482701,,,,,,
